Time,sensor_hu.mean,Time.1,sensor_mo.mean,Time.2,sensor_te.mean
2/20/2024 17:45,61.5,2/20/2024 17:45,1.0,2/20/2024 17:45,21.0
2/20/2024 17:50,61.5,2/20/2024 17:50,1.0,2/20/2024 17:50,21.0
2/20/2024 17:55,61.0,2/20/2024 17:55,0.0,2/20/2024 17:55,21.0
2/20/2024 18:00,61.0,2/20/2024 18:00,0.0,2/20/2024 18:00,21.0
14:00:00,63.5,2/20/2024 14:00,0.0,2/20/2024 14:00,23.0,2,2024
14:05:00,63.5,2/20/2024 14:05,0.0,2/20/2024 14:05,23.0,2,2024
14:10:00,63.5,2/20/2024 14:10,1.0,2/20/2024 14:10,23.0,2,2024
14:15:00,63.5,2/20/2024 14:15,1.0,2/20/2024 14:15,22.5,2,2024
14:20:00,63.5,2/20/2024 14:20,1.0,2/20/2024 14:20,22.5,2,2024
14:25:00,63.5,2/20/2024 14:25,1.0,2/20/2024 14:25,22.5,2,2024
14:30:00,64.0,2/20/2024 14:30,0.0,2/20/2024 14:30,22.5,2,2024
14:35:00,64.0,2/20/2024 14:35,1.0,2/20/2024 14:35,23.0,2,2024
14:40:00,63.5,2/20/2024 14:40,1.0,2/20/2024 14:40,23.0,2,2024
14:45:00,63.5,2/20/2024 14:45,1.0,2/20/2024 14:45,23.0,2,2024
14:50:00,63.0,2/20/2024 14:50,1.0,2/20/2024 14:50,23.0,2,2024
14:55:00,63.0,2/20/2024 14:55,1.0,2/20/2024 14:55,23.0,2,2024
15:00:00,63.0,2/20/2024 15:00,0.0,2/20/2024 15:00,23.0,2,2024
15:05:00,63.0,2/20/2024 15:05,0.0,2/20/2024 15:05,23.0,2,2024
15:10:00,63.5,2/20/2024 15:10,1.0,2/20/2024 15:10,23.5,2,2024
15:15:00,63.5,2/20/2024 15:15,1.0,2/20/2024 15:15,23.5,2,2024
15:20:00,63.0,2/20/2024 15:20,0.0,2/20/2024 15:20,23.0,2,2024
15:25:00,63.0,2/20/2024 15:25,1.0,2/20/2024 15:25,23.0,2,2024
15:30:00,63.0,2/20/2024 15:30,1.0,2/20/2024 15:30,23.0,2,2024
15:35:00,63.0,2/20/2024 15:35,1.0,2/20/2024 15:35,23.0,2,2024
15:40:00,63.0,2/20/2024 15:40,1.0,2/20/2024 15:40,23.0,2,2024
15:45:00,63.0,2/20/2024 15:45,1.0,2/20/2024 15:45,23.0,2,2024
15:50:00,63.0,2/20/2024 15:50,1.0,2/20/2024 15:50,23.0,2,2024
15:55:00,62.5,2/20/2024 15:55,1.0,2/20/2024 15:55,22.5,2,2024
16:00:00,62.5,2/20/2024 16:00,0.0,2/20/2024 16:00,22.5,2,2024
16:05:00,62.5,2/20/2024 16:05,0.0,2/20/2024 16:05,22.0,2,2024
16:10:00,62.0,2/20/2024 16:10,0.0,2/20/2024 16:10,22.0,2,2024
16:15:00,62.0,2/20/2024 16:15,1.0,2/20/2024 16:15,21.5,2,2024
16:20:00,62.0,2/20/2024 16:20,1.0,2/20/2024 16:20,21.5,2,2024
16:25:00,62.0,2/20/2024 16:25,1.0,2/20/2024 16:25,21.5,2,2024
16:30:00,62.5,2/20/2024 16:30,1.0,2/20/2024 16:30,21.5,2,2024
16:35:00,62.5,2/20/2024 16:35,1.0,2/20/2024 16:35,21.5,2,2024
16:40:00,62.5,2/20/2024 16:40,1.0,2/20/2024 16:40,21.5,2,2024
16:45:00,62.5,2/20/2024 16:45,1.0,2/20/2024 16:45,21.5,2,2024
16:50:00,62.5,2/20/2024 16:50,1.0,2/20/2024 16:50,21.5,2,2024
16:55:00,62.5,2/20/2024 16:55,0.0,2/20/2024 16:55,21.5,2,2024
17:00:00,62.5,2/20/2024 17:00,1.0,2/20/2024 17:00,22.0,2,2024
17:05:00,62.0,2/20/2024 17:05,1.0,2/20/2024 17:05,22.0,2,2024
17:10:00,62.0,2/20/2024 17:10,1.0,2/20/2024 17:10,22.0,2,2024
17:15:00,62.0,2/20/2024 17:15,1.0,2/20/2024 17:15,22.0,2,2024
17:20:00,62.0,2/20/2024 17:20,1.0,2/20/2024 17:20,21.5,2,2024
17:25:00,61.5,2/20/2024 17:25,1.0,2/20/2024 17:25,21.5,2,2024
17:30:00,61.5,2/20/2024 17:30,1.0,2/20/2024 17:30,21.5,2,2024
17:35:00,61.5,2/20/2024 17:35,1.0,2/20/2024 17:35,21.5,2,2024
17:40:00,61.5,2/20/2024 17:40,1.0,2/20/2024 17:40,21.0,2,2024
17:45:00,61.5,2/20/2024 17:45,1.0,2/20/2024 17:45,21.0,2,2024
17:50:00,61.5,2/20/2024 17:50,1.0,2/20/2024 17:50,21.0,2,2024
17:55:00,61.0,2/20/2024 17:55,0.0,2/20/2024 17:55,21.0,2,2024
18:00:00,61.0,2/20/2024 18:00,0.0,2/20/2024 18:00,21.0,2,2024
